model,region,target,mean-error
CUBMA,hhs1,1,0.4543103448275861
CUBMA,hhs1,2,0.4560344827586209
CUBMA,hhs1,3,0.4771551724137932
CUBMA,hhs1,4,0.5163793103448273
CUBMA,hhs1,onset_wk,-4.618090452261306
CUBMA,hhs1,peak,0.23965517241379297
CUBMA,hhs1,peak_wk,-3.935849056603773
CUBMA,hhs10,1,0.5866379310344829
CUBMA,hhs10,2,0.5943965517241383
CUBMA,hhs10,3,0.6228448275862064
CUBMA,hhs10,4,0.6443965517241378
CUBMA,hhs10,onset_wk,-0.3517587939698491
CUBMA,hhs10,peak,0.027155172413792842
CUBMA,hhs10,peak_wk,0.047413793103448267
CUBMA,hhs2,1,0.3267241379310344
CUBMA,hhs2,2,0.3245689655172411
CUBMA,hhs2,3,0.268103448275862
CUBMA,hhs2,4,0.22198275862068947
CUBMA,hhs2,onset_wk,1.030150753768844
CUBMA,hhs2,peak,0.1185344827586207
CUBMA,hhs2,peak_wk,-10.66066066066066
CUBMA,hhs3,1,0.3047413793103449
CUBMA,hhs3,2,0.30603448275862083
CUBMA,hhs3,3,0.3090517241379313
CUBMA,hhs3,4,0.29310344827586216
CUBMA,hhs3,onset_wk,-2.190954773869347
CUBMA,hhs3,peak,-0.281896551724138
CUBMA,hhs3,peak_wk,-6.702586206896553
CUBMA,hhs4,1,0.3728448275862065
CUBMA,hhs4,2,0.3775862068965516
CUBMA,hhs4,3,0.3706896551724141
CUBMA,hhs4,4,0.3616379310344827
CUBMA,hhs4,onset_wk,3.396984924623116
CUBMA,hhs4,peak,-0.2706896551724135
CUBMA,hhs4,peak_wk,-8.030201342281881
CUBMA,hhs5,1,0.39482758620689656
CUBMA,hhs5,2,0.3987068965517243
CUBMA,hhs5,3,0.41724137931034505
CUBMA,hhs5,4,0.4422413793103448
CUBMA,hhs5,onset_wk,2.2672413793103448
CUBMA,hhs5,peak,-0.213793103448276
CUBMA,hhs5,peak_wk,-5.709433962264152
CUBMA,hhs6,1,-0.30818965517241365
CUBMA,hhs6,2,-0.30258620689655163
CUBMA,hhs6,3,-0.4732758620689654
CUBMA,hhs6,4,-0.6258620689655173
CUBMA,hhs6,onset_wk,-7.090909090909091
CUBMA,hhs6,peak,-1.4125
CUBMA,hhs6,peak_wk,-1.2887931034482762
CUBMA,hhs7,1,0.4017241379310344
CUBMA,hhs7,2,0.4176724137931031
CUBMA,hhs7,3,0.4297413793103449
CUBMA,hhs7,4,0.4349137931034484
CUBMA,hhs7,onset_wk,0.30603448275862066
CUBMA,hhs7,peak,-0.5797413793103451
CUBMA,hhs7,peak_wk,-5.801724137931035
CUBMA,hhs8,1,0.4353448275862069
CUBMA,hhs8,2,0.4383620689655174
CUBMA,hhs8,3,0.4590517241379309
CUBMA,hhs8,4,0.473706896551724
CUBMA,hhs8,onset_wk,-1.3197969543147208
CUBMA,hhs8,peak,0.08146551724137918
CUBMA,hhs8,peak_wk,-10.348993288590604
CUBMA,hhs9,1,-0.005603448275861961
CUBMA,hhs9,2,-0.007758620689655167
CUBMA,hhs9,3,-0.031465517241379415
CUBMA,hhs9,4,-0.043534482758620666
CUBMA,hhs9,onset_wk,2.5958549222797926
CUBMA,hhs9,peak,-0.19181034482758613
CUBMA,hhs9,peak_wk,-0.13424657534246576
CUBMA,nat,1,0.2797413793103448
CUBMA,nat,2,0.2827586206896551
CUBMA,nat,3,0.2681034482758619
CUBMA,nat,4,0.2439655172413793
CUBMA,nat,onset_wk,0.4422110552763819
CUBMA,nat,peak,-0.2426724137931032
CUBMA,nat,peak_wk,-5.524528301886792
CU_EAKFC_SEIRS,hhs1,1,-0.028017241379310328
CU_EAKFC_SEIRS,hhs1,2,0.13793103448275862
CU_EAKFC_SEIRS,hhs1,3,0.3469827586206897
CU_EAKFC_SEIRS,hhs1,4,0.6129310344827591
CU_EAKFC_SEIRS,hhs1,onset_wk,0.9246231155778896
CU_EAKFC_SEIRS,hhs1,peak,1.851293103448276
CU_EAKFC_SEIRS,hhs1,peak_wk,-4.335849056603774
CU_EAKFC_SEIRS,hhs10,1,0.12198275862068965
CU_EAKFC_SEIRS,hhs10,2,0.3874999999999999
CU_EAKFC_SEIRS,hhs10,3,0.6827586206896551
CU_EAKFC_SEIRS,hhs10,4,0.9909482758620688
CU_EAKFC_SEIRS,hhs10,onset_wk,2.5505050505050506
CU_EAKFC_SEIRS,hhs10,peak,1.3939655172413792
CU_EAKFC_SEIRS,hhs10,peak_wk,-0.4181034482758621
CU_EAKFC_SEIRS,hhs2,1,0.07112068965517243
CU_EAKFC_SEIRS,hhs2,2,0.3168103448275862
CU_EAKFC_SEIRS,hhs2,3,0.6568965517241379
CU_EAKFC_SEIRS,hhs2,4,0.9969827586206896
CU_EAKFC_SEIRS,hhs2,onset_wk,3.944723618090453
CU_EAKFC_SEIRS,hhs2,peak,2.09051724137931
CU_EAKFC_SEIRS,hhs2,peak_wk,-6.024024024024024
CU_EAKFC_SEIRS,hhs3,1,0.04482758620689658
CU_EAKFC_SEIRS,hhs3,2,0.5068965517241377
CU_EAKFC_SEIRS,hhs3,3,1.0465517241379312
CU_EAKFC_SEIRS,hhs3,4,1.2051724137931037
CU_EAKFC_SEIRS,hhs3,onset_wk,2.42713567839196
CU_EAKFC_SEIRS,hhs3,peak,2.0086206896551726
CU_EAKFC_SEIRS,hhs3,peak_wk,-5.974137931034483
CU_EAKFC_SEIRS,hhs4,1,0.03060344827586213
CU_EAKFC_SEIRS,hhs4,2,0.18051948051948044
CU_EAKFC_SEIRS,hhs4,3,0.4363636363636363
CU_EAKFC_SEIRS,hhs4,4,0.7077922077922079
CU_EAKFC_SEIRS,hhs4,onset_wk,5.348484848484849
CU_EAKFC_SEIRS,hhs4,peak,0.8969696969696973
CU_EAKFC_SEIRS,hhs4,peak_wk,-2.9425675675675675
CU_EAKFC_SEIRS,hhs5,1,0.04525862068965519
CU_EAKFC_SEIRS,hhs5,2,0.3698275862068966
CU_EAKFC_SEIRS,hhs5,3,0.7857758620689654
CU_EAKFC_SEIRS,hhs5,4,1.1870689655172408
CU_EAKFC_SEIRS,hhs5,onset_wk,5.645021645021645
CU_EAKFC_SEIRS,hhs5,peak,2.1004310344827584
CU_EAKFC_SEIRS,hhs5,peak_wk,-5.347169811320755
CU_EAKFC_SEIRS,hhs6,1,-0.06250000000000003
CU_EAKFC_SEIRS,hhs6,2,0.10775862068965517
CU_EAKFC_SEIRS,hhs6,3,0.3189655172413792
CU_EAKFC_SEIRS,hhs6,4,0.5758620689655175
CU_EAKFC_SEIRS,hhs6,onset_wk,2.2916666666666665
CU_EAKFC_SEIRS,hhs6,peak,0.3499999999999999
CU_EAKFC_SEIRS,hhs6,peak_wk,-3.2974137931034484
CU_EAKFC_SEIRS,hhs7,1,0.10043103448275872
CU_EAKFC_SEIRS,hhs7,2,0.40301724137931016
CU_EAKFC_SEIRS,hhs7,3,0.7568965517241376
CU_EAKFC_SEIRS,hhs7,4,1.1745689655172418
CU_EAKFC_SEIRS,hhs7,onset_wk,5.12987012987013
CU_EAKFC_SEIRS,hhs7,peak,1.6413793103448275
CU_EAKFC_SEIRS,hhs7,peak_wk,-7.724137931034483
CU_EAKFC_SEIRS,hhs8,1,0.062068965517241365
CU_EAKFC_SEIRS,hhs8,2,0.3784482758620693
CU_EAKFC_SEIRS,hhs8,3,0.7340517241379311
CU_EAKFC_SEIRS,hhs8,4,1.0073275862068964
CU_EAKFC_SEIRS,hhs8,onset_wk,2.7839195979899496
CU_EAKFC_SEIRS,hhs8,peak,1.5456896551724142
CU_EAKFC_SEIRS,hhs8,peak_wk,-3.359060402684564
CU_EAKFC_SEIRS,hhs9,1,0.046120689655172485
CU_EAKFC_SEIRS,hhs9,2,0.15129310344827573
CU_EAKFC_SEIRS,hhs9,3,0.3780172413793102
CU_EAKFC_SEIRS,hhs9,4,0.6181034482758618
CU_EAKFC_SEIRS,hhs9,onset_wk,5.802197802197803
CU_EAKFC_SEIRS,hhs9,peak,0.7374999999999998
CU_EAKFC_SEIRS,hhs9,peak_wk,1.3643835616438356
CU_EAKFC_SEIRS,nat,1,0.06853448275862067
CU_EAKFC_SEIRS,nat,2,0.2706896551724137
CU_EAKFC_SEIRS,nat,3,0.6469827586206898
CU_EAKFC_SEIRS,nat,4,1.0051724137931035
CU_EAKFC_SEIRS,nat,onset_wk,4.321608040201005
CU_EAKFC_SEIRS,nat,peak,1.5693965517241375
CU_EAKFC_SEIRS,nat,peak_wk,-5.018867924528302
CU_EAKFC_SIRS,hhs1,1,-0.028017241379310328
CU_EAKFC_SIRS,hhs1,2,0.27758620689655183
CU_EAKFC_SIRS,hhs1,3,0.5853448275862072
CU_EAKFC_SIRS,hhs1,4,0.9176724137931034
CU_EAKFC_SIRS,hhs1,onset_wk,1.0904522613065326
CU_EAKFC_SIRS,hhs1,peak,1.5159482758620688
CU_EAKFC_SIRS,hhs1,peak_wk,-0.6943396226415094
CU_EAKFC_SIRS,hhs10,1,0.12198275862068965
CU_EAKFC_SIRS,hhs10,2,0.6538793103448278
CU_EAKFC_SIRS,hhs10,3,0.9935344827586204
CU_EAKFC_SIRS,hhs10,4,1.1887931034482755
CU_EAKFC_SIRS,hhs10,onset_wk,2.904040404040404
CU_EAKFC_SIRS,hhs10,peak,1.0064655172413794
CU_EAKFC_SIRS,hhs10,peak_wk,3.2112068965517233
CU_EAKFC_SIRS,hhs2,1,0.07112068965517243
CU_EAKFC_SIRS,hhs2,2,0.4650862068965516
CU_EAKFC_SIRS,hhs2,3,0.8189655172413789
CU_EAKFC_SIRS,hhs2,4,1.129310344827586
CU_EAKFC_SIRS,hhs2,onset_wk,4.49748743718593
CU_EAKFC_SIRS,hhs2,peak,1.5060344827586205
CU_EAKFC_SIRS,hhs2,peak_wk,-3.2972972972972974
CU_EAKFC_SIRS,hhs3,1,0.04482758620689658
CU_EAKFC_SIRS,hhs3,2,0.6948275862068969
CU_EAKFC_SIRS,hhs3,3,1.0051724137931035
CU_EAKFC_SIRS,hhs3,4,1.2737068965517246
CU_EAKFC_SIRS,hhs3,onset_wk,2.2763819095477387
CU_EAKFC_SIRS,hhs3,peak,1.2517241379310349
CU_EAKFC_SIRS,hhs3,peak_wk,-3.25
CU_EAKFC_SIRS,hhs4,1,0.03060344827586213
CU_EAKFC_SIRS,hhs4,2,0.2120689655172414
CU_EAKFC_SIRS,hhs4,3,0.3818965517241379
CU_EAKFC_SIRS,hhs4,4,0.5099137931034483
CU_EAKFC_SIRS,hhs4,onset_wk,5.135678391959799
CU_EAKFC_SIRS,hhs4,peak,0.1107758620689656
CU_EAKFC_SIRS,hhs4,peak_wk,-1.3791946308724832
CU_EAKFC_SIRS,hhs5,1,0.04525862068965519
CU_EAKFC_SIRS,hhs5,2,0.473706896551724
CU_EAKFC_SIRS,hhs5,3,0.9155172413793106
CU_EAKFC_SIRS,hhs5,4,1.353017241379311
CU_EAKFC_SIRS,hhs5,onset_wk,5.614718614718615
CU_EAKFC_SIRS,hhs5,peak,1.3077586206896556
CU_EAKFC_SIRS,hhs5,peak_wk,-0.8716981132075472
CU_EAKFC_SIRS,hhs6,1,-0.06250000000000003
CU_EAKFC_SIRS,hhs6,2,0.12241379310344826
CU_EAKFC_SIRS,hhs6,3,0.2818965517241379
CU_EAKFC_SIRS,hhs6,4,0.4047413793103447
CU_EAKFC_SIRS,hhs6,onset_wk,2.4948453608247423
CU_EAKFC_SIRS,hhs6,peak,-0.27112068965517244
CU_EAKFC_SIRS,hhs6,peak_wk,0.4051724137931034
CU_EAKFC_SIRS,hhs7,1,0.10043103448275872
CU_EAKFC_SIRS,hhs7,2,0.4918103448275858
CU_EAKFC_SIRS,hhs7,3,0.8887931034482758
CU_EAKFC_SIRS,hhs7,4,1.3012931034482755
CU_EAKFC_SIRS,hhs7,onset_wk,5.545454545454546
CU_EAKFC_SIRS,hhs7,peak,1.11853448275862
CU_EAKFC_SIRS,hhs7,peak_wk,-2.689655172413793
CU_EAKFC_SIRS,hhs8,1,0.062068965517241365
CU_EAKFC_SIRS,hhs8,2,0.4857758620689654
CU_EAKFC_SIRS,hhs8,3,0.8362068965517243
CU_EAKFC_SIRS,hhs8,4,1.1474137931034485
CU_EAKFC_SIRS,hhs8,onset_wk,4.904522613065327
CU_EAKFC_SIRS,hhs8,peak,1.2112068965517244
CU_EAKFC_SIRS,hhs8,peak_wk,-0.013422818791946308
CU_EAKFC_SIRS,hhs9,1,0.046120689655172485
CU_EAKFC_SIRS,hhs9,2,0.3469827586206896
CU_EAKFC_SIRS,hhs9,3,0.6262931034482758
CU_EAKFC_SIRS,hhs9,4,0.8193965517241376
CU_EAKFC_SIRS,hhs9,onset_wk,8.518918918918919
CU_EAKFC_SIRS,hhs9,peak,0.4090517241379311
CU_EAKFC_SIRS,hhs9,peak_wk,4.383561643835616
CU_EAKFC_SIRS,nat,1,0.06853448275862067
CU_EAKFC_SIRS,nat,2,0.4413793103448277
CU_EAKFC_SIRS,nat,3,0.7120689655172411
CU_EAKFC_SIRS,nat,4,0.8474137931034481
CU_EAKFC_SIRS,nat,onset_wk,4.798994974874372
CU_EAKFC_SIRS,nat,peak,0.7176724137931033
CU_EAKFC_SIRS,nat,peak_wk,-0.8830188679245283
CU_EKF_SEIRS,hhs1,1,-0.028017241379310328
CU_EKF_SEIRS,hhs1,2,0.2176724137931035
CU_EKF_SEIRS,hhs1,3,0.4500000000000002
CU_EKF_SEIRS,hhs1,4,0.7357758620689654
CU_EKF_SEIRS,hhs1,onset_wk,1.201005025125628
CU_EKF_SEIRS,hhs1,peak,1.9099137931034489
CU_EKF_SEIRS,hhs1,peak_wk,-5.377358490566038
CU_EKF_SEIRS,hhs10,1,0.12198275862068965
CU_EKF_SEIRS,hhs10,2,0.41896551724137937
CU_EKF_SEIRS,hhs10,3,0.7107758620689654
CU_EKF_SEIRS,hhs10,4,1.0586206896551724
CU_EKF_SEIRS,hhs10,onset_wk,2.984848484848485
CU_EKF_SEIRS,hhs10,peak,1.4810344827586204
CU_EKF_SEIRS,hhs10,peak_wk,-0.646551724137931
CU_EKF_SEIRS,hhs2,1,0.07112068965517243
CU_EKF_SEIRS,hhs2,2,0.4163793103448276
CU_EKF_SEIRS,hhs2,3,0.7646551724137931
CU_EKF_SEIRS,hhs2,4,1.166379310344828
CU_EKF_SEIRS,hhs2,onset_wk,4.190954773869347
CU_EKF_SEIRS,hhs2,peak,2.1086206896551727
CU_EKF_SEIRS,hhs2,peak_wk,-6.996996996996997
CU_EKF_SEIRS,hhs3,1,0.04482758620689658
CU_EKF_SEIRS,hhs3,2,0.5034482758620689
CU_EKF_SEIRS,hhs3,3,1.1133620689655173
CU_EKF_SEIRS,hhs3,4,1.4112068965517246
CU_EKF_SEIRS,hhs3,onset_wk,1.9597989949748744
CU_EKF_SEIRS,hhs3,peak,2.0530172413793104
CU_EKF_SEIRS,hhs3,peak_wk,-6.573275862068965
CU_EKF_SEIRS,hhs4,1,0.03060344827586213
CU_EKF_SEIRS,hhs4,2,0.27543103448275863
CU_EKF_SEIRS,hhs4,3,0.5603448275862069
CU_EKF_SEIRS,hhs4,4,0.8724137931034484
CU_EKF_SEIRS,hhs4,onset_wk,4.577889447236181
CU_EKF_SEIRS,hhs4,peak,0.9672413793103448
CU_EKF_SEIRS,hhs4,peak_wk,-4.7348993288590595
CU_EKF_SEIRS,hhs5,1,0.04525862068965519
CU_EKF_SEIRS,hhs5,2,0.4267241379310346
CU_EKF_SEIRS,hhs5,3,0.8465517241379303
CU_EKF_SEIRS,hhs5,4,1.270258620689655
CU_EKF_SEIRS,hhs5,onset_wk,5.454545454545454
CU_EKF_SEIRS,hhs5,peak,2.069827586206895
CU_EKF_SEIRS,hhs5,peak_wk,-5.2566037735849065
CU_EKF_SEIRS,hhs6,1,-0.06250000000000003
CU_EKF_SEIRS,hhs6,2,0.26551724137931043
CU_EKF_SEIRS,hhs6,3,0.5762931034482759
CU_EKF_SEIRS,hhs6,4,0.919396551724138
CU_EKF_SEIRS,hhs6,onset_wk,2.786458333333333
CU_EKF_SEIRS,hhs6,peak,0.5961206896551726
CU_EKF_SEIRS,hhs6,peak_wk,-3.478448275862069
CU_EKF_SEIRS,hhs7,1,0.10043103448275872
CU_EKF_SEIRS,hhs7,2,0.4892241379310341
CU_EKF_SEIRS,hhs7,3,0.8590517241379312
CU_EKF_SEIRS,hhs7,4,1.2836206896551727
CU_EKF_SEIRS,hhs7,onset_wk,5.3478260869565215
CU_EKF_SEIRS,hhs7,peak,1.7306034482758617
CU_EKF_SEIRS,hhs7,peak_wk,-7.288793103448277
CU_EKF_SEIRS,hhs8,1,0.062068965517241365
CU_EKF_SEIRS,hhs8,2,0.4607758620689653
CU_EKF_SEIRS,hhs8,3,0.8133620689655177
CU_EKF_SEIRS,hhs8,4,1.0689655172413788
CU_EKF_SEIRS,hhs8,onset_wk,2.57286432160804
CU_EKF_SEIRS,hhs8,peak,1.5719827586206887
CU_EKF_SEIRS,hhs8,peak_wk,-3.3221476510067114
CU_EKF_SEIRS,hhs9,1,0.046120689655172485
CU_EKF_SEIRS,hhs9,2,0.2120689655172413
CU_EKF_SEIRS,hhs9,3,0.4702586206896549
CU_EKF_SEIRS,hhs9,4,0.7560344827586208
CU_EKF_SEIRS,hhs9,onset_wk,4.978609625668449
CU_EKF_SEIRS,hhs9,peak,0.9094827586206896
CU_EKF_SEIRS,hhs9,peak_wk,0.7342465753424657
CU_EKF_SEIRS,nat,1,0.06853448275862067
CU_EKF_SEIRS,nat,2,0.3741379310344827
CU_EKF_SEIRS,nat,3,0.7956896551724139
CU_EKF_SEIRS,nat,4,1.1814655172413795
CU_EKF_SEIRS,nat,onset_wk,4.311557788944723
CU_EKF_SEIRS,nat,peak,1.6060344827586213
CU_EKF_SEIRS,nat,peak_wk,-6.992452830188679
CU_EKF_SIRS,hhs1,1,-0.028017241379310328
CU_EKF_SIRS,hhs1,2,0.3668103448275864
CU_EKF_SIRS,hhs1,3,0.6349137931034479
CU_EKF_SIRS,hhs1,4,0.9336206896551722
CU_EKF_SIRS,hhs1,onset_wk,1.1457286432160805
CU_EKF_SIRS,hhs1,peak,1.5375000000000003
CU_EKF_SIRS,hhs1,peak_wk,-1.9320754716981128
CU_EKF_SIRS,hhs10,1,0.12198275862068965
CU_EKF_SIRS,hhs10,2,0.6086206896551722
CU_EKF_SIRS,hhs10,3,0.9788793103448276
CU_EKF_SIRS,hhs10,4,1.246982758620689
CU_EKF_SIRS,hhs10,onset_wk,3.1206030150753774
CU_EKF_SIRS,hhs10,peak,1.0241379310344831
CU_EKF_SIRS,hhs10,peak_wk,2.2758620689655173
CU_EKF_SIRS,hhs2,1,0.07112068965517243
CU_EKF_SIRS,hhs2,2,0.5702586206896553
CU_EKF_SIRS,hhs2,3,0.9366379310344826
CU_EKF_SIRS,hhs2,4,1.258189655172414
CU_EKF_SIRS,hhs2,onset_wk,4.492462311557789
CU_EKF_SIRS,hhs2,peak,1.5086206896551726
CU_EKF_SIRS,hhs2,peak_wk,-3.714714714714715
CU_EKF_SIRS,hhs3,1,0.04482758620689658
CU_EKF_SIRS,hhs3,2,0.7952586206896551
CU_EKF_SIRS,hhs3,3,1.1478448275862072
CU_EKF_SIRS,hhs3,4,1.4081896551724142
CU_EKF_SIRS,hhs3,onset_wk,1.879396984924623
CU_EKF_SIRS,hhs3,peak,1.3413793103448273
CU_EKF_SIRS,hhs3,peak_wk,-3.4267241379310347
CU_EKF_SIRS,hhs4,1,0.03060344827586213
CU_EKF_SIRS,hhs4,2,0.3331896551724139
CU_EKF_SIRS,hhs4,3,0.503448275862069
CU_EKF_SIRS,hhs4,4,0.6245689655172414
CU_EKF_SIRS,hhs4,onset_wk,5.155778894472363
CU_EKF_SIRS,hhs4,peak,0.15775862068965524
CU_EKF_SIRS,hhs4,peak_wk,-3.0134228187919465
CU_EKF_SIRS,hhs5,1,0.04525862068965519
CU_EKF_SIRS,hhs5,2,0.5392241379310346
CU_EKF_SIRS,hhs5,3,0.9142241379310349
CU_EKF_SIRS,hhs5,4,1.3038793103448278
CU_EKF_SIRS,hhs5,onset_wk,5.650862068965517
CU_EKF_SIRS,hhs5,peak,1.2590517241379304
CU_EKF_SIRS,hhs5,peak_wk,-2.9433962264150937
CU_EKF_SIRS,hhs6,1,-0.06250000000000003
CU_EKF_SIRS,hhs6,2,0.2530172413793104
CU_EKF_SIRS,hhs6,3,0.4133620689655173
CU_EKF_SIRS,hhs6,4,0.5413793103448276
CU_EKF_SIRS,hhs6,onset_wk,2.1836734693877546
CU_EKF_SIRS,hhs6,peak,-0.18879310344827607
CU_EKF_SIRS,hhs6,peak_wk,-0.875
CU_EKF_SIRS,hhs7,1,0.10043103448275872
CU_EKF_SIRS,hhs7,2,0.6017241379310343
CU_EKF_SIRS,hhs7,3,0.9965517241379312
CU_EKF_SIRS,hhs7,4,1.375431034482759
CU_EKF_SIRS,hhs7,onset_wk,5.770562770562772
CU_EKF_SIRS,hhs7,peak,1.0685344827586207
CU_EKF_SIRS,hhs7,peak_wk,-2.862068965517241
CU_EKF_SIRS,hhs8,1,0.062068965517241365
CU_EKF_SIRS,hhs8,2,0.5254310344827587
CU_EKF_SIRS,hhs8,3,0.7991379310344826
CU_EKF_SIRS,hhs8,4,1.045258620689655
CU_EKF_SIRS,hhs8,onset_wk,4.206030150753769
CU_EKF_SIRS,hhs8,peak,1.0267241379310346
CU_EKF_SIRS,hhs8,peak_wk,-1.4563758389261745
CU_EKF_SIRS,hhs9,1,0.046120689655172485
CU_EKF_SIRS,hhs9,2,0.3844827586206893
CU_EKF_SIRS,hhs9,3,0.6711206896551725
CU_EKF_SIRS,hhs9,4,0.9034482758620692
CU_EKF_SIRS,hhs9,onset_wk,8.867724867724867
CU_EKF_SIRS,hhs9,peak,0.5284482758620691
CU_EKF_SIRS,hhs9,peak_wk,2.4657534246575343
CU_EKF_SIRS,nat,1,0.06853448275862067
CU_EKF_SIRS,nat,2,0.4538793103448277
CU_EKF_SIRS,nat,3,0.7056034482758624
CU_EKF_SIRS,nat,4,0.8961206896551724
CU_EKF_SIRS,nat,onset_wk,4.85427135678392
CU_EKF_SIRS,nat,peak,0.6353448275862066
CU_EKF_SIRS,nat,peak_wk,-2.260377358490566
CU_RHF_SEIRS,hhs1,1,-0.028017241379310328
CU_RHF_SEIRS,hhs1,2,0.5000000000000002
CU_RHF_SEIRS,hhs1,3,0.8538793103448278
CU_RHF_SEIRS,hhs1,4,1.0784482758620688
CU_RHF_SEIRS,hhs1,onset_wk,0.628140703517588
CU_RHF_SEIRS,hhs1,peak,2.2047413793103448
CU_RHF_SEIRS,hhs1,peak_wk,-2.1433962264150943
CU_RHF_SEIRS,hhs10,1,0.12198275862068965
CU_RHF_SEIRS,hhs10,2,0.6310344827586214
CU_RHF_SEIRS,hhs10,3,1.171120689655173
CU_RHF_SEIRS,hhs10,4,1.637931034482759
CU_RHF_SEIRS,hhs10,onset_wk,2.676767676767677
CU_RHF_SEIRS,hhs10,peak,1.9564655172413787
CU_RHF_SEIRS,hhs10,peak_wk,2.655172413793104
CU_RHF_SEIRS,hhs2,1,0.07112068965517243
CU_RHF_SEIRS,hhs2,2,0.9926724137931036
CU_RHF_SEIRS,hhs2,3,1.7456896551724144
CU_RHF_SEIRS,hhs2,4,2.2409482758620696
CU_RHF_SEIRS,hhs2,onset_wk,4.0703517587939695
CU_RHF_SEIRS,hhs2,peak,2.6974137931034483
CU_RHF_SEIRS,hhs2,peak_wk,-3.216216216216216
CU_RHF_SEIRS,hhs3,1,0.04482758620689658
CU_RHF_SEIRS,hhs3,2,1.2176724137931032
CU_RHF_SEIRS,hhs3,3,1.841810344827587
CU_RHF_SEIRS,hhs3,4,2.0017241379310344
CU_RHF_SEIRS,hhs3,onset_wk,1.6231155778894473
CU_RHF_SEIRS,hhs3,peak,2.474568965517241
CU_RHF_SEIRS,hhs3,peak_wk,-3.5948275862068964
CU_RHF_SEIRS,hhs4,1,0.03060344827586213
CU_RHF_SEIRS,hhs4,2,0.9413793103448276
CU_RHF_SEIRS,hhs4,3,1.252586206896552
CU_RHF_SEIRS,hhs4,4,1.548706896551725
CU_RHF_SEIRS,hhs4,onset_wk,4.376884422110553
CU_RHF_SEIRS,hhs4,peak,1.62801724137931
CU_RHF_SEIRS,hhs4,peak_wk,-2.197986577181208
CU_RHF_SEIRS,hhs5,1,0.04525862068965519
CU_RHF_SEIRS,hhs5,2,0.8866379310344831
CU_RHF_SEIRS,hhs5,3,1.5362068965517233
CU_RHF_SEIRS,hhs5,4,1.9038793103448275
CU_RHF_SEIRS,hhs5,onset_wk,5.199134199134199
CU_RHF_SEIRS,hhs5,peak,2.4129310344827597
CU_RHF_SEIRS,hhs5,peak_wk,-3.3622641509433966
CU_RHF_SEIRS,hhs6,1,-0.06250000000000003
CU_RHF_SEIRS,hhs6,2,0.41594827586206906
CU_RHF_SEIRS,hhs6,3,0.7047413793103449
CU_RHF_SEIRS,hhs6,4,1.0418103448275866
CU_RHF_SEIRS,hhs6,onset_wk,2.394871794871795
CU_RHF_SEIRS,hhs6,peak,0.4827586206896552
CU_RHF_SEIRS,hhs6,peak_wk,-3.280172413793104
